date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:39	708796/708796	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad0bc-66a112c1-9bd75d20cbf3772c;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:39	1063880/1063880	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22103bc8-66a112c1-1a9b379b7a6fa16a;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:41	710016/710016	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad580-66a112c1-b404130eeafc01e4;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:41	1066420/1066420	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221045b4-66a112c1-66027b20d61fc898;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:41	1058556/1058556	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221026fc-66a112c1-ea17bf3140fe0914;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:41	109228/109228	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221aaac-66a112c1-3c3071e3e766ef7e;gz%22	https://ticketspays.com/cupom1/fonts/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCuM70w-.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCuM70w-.ttf	(from https://ticketspays.com/cupom1/css/1c7a3d2ee9759dc256d915300855c494.css)
21:20:41	125552/125552	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221ea70-66a112c1-649959369cf4264d;gz%22	https://ticketspays.com/cupom1/fonts/RecoletaAlt-Regular.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/RecoletaAlt-Regular.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:42	125816/125816	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221eb78-66a112c1-19a1542fdd0c7776;gz%22	https://ticketspays.com/cupom1/fonts/RecoletaAlt-Bold.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/RecoletaAlt-Bold.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:42	125040/125040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221e870-66a112c1-b38503b421441507;gz%22	https://ticketspays.com/cupom1/fonts/RecoletaAlt-Medium.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/RecoletaAlt-Medium.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:42	1065412/1065412	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221041c4-66a112c1-58b3ccb4666b7074;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:42	123516/123516	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221e27c-66a112c1-17804364a8157c23;gz%22	https://ticketspays.com/cupom1/fonts/RecoletaAlt-Black.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/RecoletaAlt-Black.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:42	30532/30532	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%227744-66a112c1-f0d1e2b7bb30f73b;gz%22	https://ticketspays.com/cupom1/fonts/Radian-Regular.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/Radian-Regular.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:43	153944/153944	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2225958-66a112c1-70a2dd40f9f42f01;gz%22	https://ticketspays.com/cupom1/fonts/Poppins-Bold.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/Poppins-Bold.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:43	155232/155232	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2225e60-66a112c1-afe33ac2744a75c0;gz%22	https://ticketspays.com/cupom1/fonts/Poppins-SemiBold.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/Poppins-SemiBold.ttf	(from https://ticketspays.com/cupom1/css/style2.css)
21:20:43	97432/97432	---M--	200	added ('OK')	audio/mpeg	etag:%2217c98-66a112c1-effb9941cdc5d04c;;;%22	https://ticketspays.com/cupom1/assets/audio/moedas.mp3	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/assets/audio/moedas.mp3	(from https://ticketspays.com/cupom1/js/validacaoCodigoBarras.js)
